year,make,model,mileage,title_status,location,engine,drivetrain,transmission,body_style,exterior_color,interior_color,num_modifications,sale_price,date,url,image_url
2004,Porsche,996 911,"45,100",Clean (CA),"Santa Barbara, CA 93101",3.6L Flat-6,4WD/AWD,Manual (6-Speed),Convertible,Black,Black,8,31500,3/25/21,https://carsandbids.com/auctions/rMZ2mjjG/2004-porsche-911-carrera-4s-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/360d4748cf103ccc8156a0d94596456ca0512c29/photos/GUQZgQJp78.BA525_V9L.jpg?t=161548858920"
1999,Porsche,996 911,"104,000",Clean (FL),"Fort Lauderdale, FL 33305",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Arctic Silver,Black,5,15250,3/22/21,https://carsandbids.com/auctions/9A5PQjq5/1999-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/da4b9237bacccdf19c0760cab7aec4a8359010b0/photos/shK7uqfJc72-2.QOE13BS2MB.jpg?t=161524797651"
2003,Porsche,996 911,"147,000",Clean (CA),"Hayward, CA 94544",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Arctic Silver Metallic,Black,2,24000,3/12/21,https://carsandbids.com/auctions/KPxB2Jwq/2003-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/da4b9237bacccdf19c0760cab7aec4a8359010b0/photos/_0Xsqy89Ezz.y4L7NaYNM.jpg?t=161481560641"
2002,Porsche,996 911,"147,900",Clean (VA),"Herndon, VA 20171",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Polar Silver,Metropol Blue,1,17750,2/22/21,https://carsandbids.com/auctions/3g1Zk5Vb/2002-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/da4b9237bacccdf19c0760cab7aec4a8359010b0/photos/RI5K84QpxG2.amb1JGFuy.jpg?t=161282055223"
2002,Porsche,996 911,"56,800",Clean (CA),"Los Angeles, CA 90068",3.6L Flat-6,Rear-wheel drive,Automatic (5-Speed),Convertible,Black,Black,3,24000,2/19/21,https://carsandbids.com/auctions/rkdVznGQ/2002-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/da4b9237bacccdf19c0760cab7aec4a8359010b0/photos/yt471US7YUk2.UrapQ6efr.jpg?t=161285319349"
2003,Porsche,996 911,"88,900",Clean (CA),"Encinitas, CA 92024",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Arctic Silver,Graphite Grey,3,23200,2/15/21,https://carsandbids.com/auctions/3vkYNBem/2003-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/da4b9237bacccdf19c0760cab7aec4a8359010b0/photos/QChnIz2V72.K4BgzmujY.jpg?t=161127637751"
2003,Porsche,996 911,"105,300",Clean (TN),"Nashville, TN 37209",3.6L H6,4WD/AWD,Manual (6-Speed),Coupe,Meridian Metallic,Graphite Gray,4,30170,2/9/21,https://carsandbids.com/auctions/KVaDZM2z/2003-porsche-911-carrera-4s-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/9933fc815a41cfeb8fd492a22d5008aea4e877d2/photos/6416546814.CfdLR-F32.jfif?t=161195103032"
2002,Porsche,996 911,"96,400",Clean (NY),"Beacon, NY 12508",3.6L H6,4WD/AWD,Manual (6-Speed),Convertible,Black,Savanna Beige,2,21300,12/23/20,https://carsandbids.com/auctions/KPAz0RQa/2002-porsche-911-carrera-4-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/da4b9237bacccdf19c0760cab7aec4a8359010b0/photos/NL1EqEbUf2.Iva48neyb.jpg?t=160754552759"
2001,Porsche,996 911,"110,100",Clean (CA),"Beverly Hills, CA 90211",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Seal Grey Metallic,Metropol Blue,5,23000,11/12/20,https://carsandbids.com/auctions/9QJj4oDd/2001-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/da4b9237bacccdf19c0760cab7aec4a8359010b0/photos/HdQld1ylyN2-2.XiKfTwTpl.jpg?t=160410123459"
2001,Porsche,996 911,"132,400",Clean (CA),"Ben Lomond, CA 95005",3.6L Flat-6,4WD/AWD,Automatic (5-Speed),Coupe,Orient Red Metallic,Natural Grey,4,27000,11/3/20,https://carsandbids.com/auctions/K1Bjo82M/2001-porsche-911-turbo-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/da4b9237bacccdf19c0760cab7aec4a8359010b0/photos/911-turbo-crop-1021.7LK82TT4U.jpg?t=160331440157"
1999,Porsche,996 911,"59,700",Clean (NY),"Cohoes, NY 12047",3.4L Flat-6,4WD/AWD,Manual (6-Speed),Convertible,Silver,Black,0,16996,10/1/20,https://carsandbids.com/auctions/98VawG5v/1999-porsche-911-carrera-4-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/da4b9237bacccdf19c0760cab7aec4a8359010b0/photos/porsche-996-915-cropj3THJSE5R2 2.tLR7aJw8Y.jpeg?t=160027797861"
1999,Porsche,996 911,"68,200",Clean (NY),"Melville, NY 11747",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Arctic Silver,Metropol Blue,2,25750,9/24/20,https://carsandbids.com/auctions/KPLzV2dL/1999-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/8d9ee900b87fa6a8d2cd4f41e6e6b82a4bef84a1/photos/DUnUgAnF9j.jpeg?t=159948256361"
2003,Porsche,996 911,"85,300",Clean (OH),"Fairfield, OH 45014",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Orient Red Metallic,Graphite Grey,3,29000,9/16/20,https://carsandbids.com/auctions/3BwA02yd/2003-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/da4b9237bacccdf19c0760cab7aec4a8359010b0/photos/oS_ifU0jIp2 2.r4dMWHJ9Q.jpeg?t=159899496338"
2001,Porsche,996 911,"154,600",Clean (WI),"Madison, WI 53711",3.4L Flat-6,4WD/AWD,Manual (6-speed),Coupe,Lapis Blue Metallic,Savannah Beige,5,21000,8/21/20,https://carsandbids.com/auctions/K1LdZMZ0/2001-porsche-911-carrera-4-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/da4b9237bacccdf19c0760cab7aec4a8359010b0/photos/tPOgflLoG_F2 2.LbRewwj-_.jpeg?t=159658436304"
2004,Porsche,996 911,"99,500",Clean (BC),"Vancouver BC, Canada",3.6L Flat-6,4WD/AWD,Manual (6-Speed),Convertible,Black,Black,4,24100,8/17/20,https://carsandbids.com/auctions/3Bw2g1n6/2004-porsche-911-carrera-4s-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/3c0751b649b32b7b5198c637833fca6ec0d70cb1/photos/fRRV569bDQ.jpeg?t=159596334679"
2001,Porsche,996 911,"55,200",Clean (WA),"Bonney Lake, WA 98391",3.6L Turbocharged Flat-6,4WD/AWD,Manual (6-speed),Coupe,Seal Grey Metallic,Graphite Grey,5,45000,8/10/20,https://carsandbids.com/auctions/3Lnw8vp0/2001-porsche-911-turbo-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/5a0782a85481fa3b119f02e7897ea3b11e56d666/photos/UcjdIC1pr.jpg?t=159528613600"
2001,Porsche,996 911,"45,900",Clean (TX),"Austin, TX 78728",3.4L Flat 6,Rear-wheel drive,Manual (6-speed),Coupe,Black,Black,4,19800,7/31/20,https://carsandbids.com/auctions/3geJOODz/2001-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/e45ac058c50aab1bf5ea0c9e644cda9a2e123001/photos/3_m6wwqH7yW.JPG?t=159459484990"
2002,Porsche,996 911,"51,800",Clean (MI),"Kentwood, MI 49512",3.6L Twin Turbo Flat-6,4WD/AWD,Manual (6-Speed),Coupe,Arctic Silver Metallic,Graphite Grey,2,50500,7/14/20,https://carsandbids.com/auctions/3BE2qJOb/2002-porsche-911-turbo-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/0e02b6187fe637d1a49c7d51d10a0cd7872c6a80/photos/4GOcBAr3B.JPG?t=159360884004"
2004,Porsche,996 911,"79,200",Clean (TX),"Rowlett, TX 75089",3.6L Flat-Six,Rear-wheel drive,Manual (6-Speed),Coupe,GT Silver Metallic,Natural Grey,5,27605,7/6/20,https://carsandbids.com/auctions/3LnZgGEX/2004-porsche-911-carrera-coupe-40th-anniversary-edition,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d5bbad7af200e871991f55691eb2c40b41d80868/photos/-KbXKggL1.jpg?t=159188152884"
2002,Porsche,996 911,"49,700",Clean (PA),"Philadelphia, PA 19145",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Guards Red,Black Leather,1,24300,6/29/20,https://carsandbids.com/auctions/9ldEgPAE/2002-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/3ac2069318a1039378ec477737553cbe9096949b/photos/aUZHfdyqgV.jpeg?t=159189288169"
2000,Porsche,996 911,"90,570",Clean (FL),"South Miami, FL 33143",3.4L Flat 6,Rear-wheel drive,Manual (6-speed),Convertible,Arctic Silver,Gray,0,11500,6/26/20,https://carsandbids.com/auctions/9e6O71eN/2000-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/9335809622570e8aeb98a74c24d3281e4191bf13/photos/Yyzv07RRz.jpg?t=159163859782"
2002,Porsche,996 911,"55,169",Clean (GA),"Atlanta, GA 30305",3.6L Flat 6,4WD/AWD,Manual (6-speed),Coupe,Seal Gray,Metropol Blue,2,31500,6/15/20,https://carsandbids.com/auctions/rJnm14vg/2002-porsche-911-carrera-4s,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/b1d5781111d84f7b3fe45a0852e59758cd7a87e5/photos/uMrBHXMe6V.JPG?t=159061619535"
1999,Porsche,996 911,"83,200",Clean (OH),"Xenia, OH 45385",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Ocean Blue Metallic,Savannah Beige,1,30176,03/23/24,https://carsandbids.com/auctions/2DvRm6uJ/1999-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/171ab1e538119e13fa98382f268326fc825fdc20/photos/37eOOlRq-V8tFSsVQqh-(edit).jpg?t=171190862642"
2004,Porsche,996 911,"80,000",Clean (OH),"Cincinnati, OH 45227",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,GT Silver Metallic,Natural Grey,4,37416,07/27/22,https://carsandbids.com/auctions/lCqDqmgN/2004-porsche-911-carrera-coupe-40th-anniversary-edition,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/59339d5e07287c702e69307de910cceaa69c1d04/photos/30R0pLAp-nQJ3fW0Zwu-(edit).jpg?t=165816935950"
2004,Porsche,996 911,"56,500",Clean (FL),"Tampa, FL 33614",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Seal Grey Metallic,Black,2,27986,02/19/24,https://carsandbids.com/auctions/jhic8jvT/2004-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/3z7bbMmd-u-fnJqQYOV-(edit).jpg?t=170545503149"
2002,Porsche,996 911,"75,400",Clean (FL),"Winter Park, FL 32792",3.6L Flat-6,4WD/AWD,Manual (6-Speed),Convertible,Meridian Metallic,Black,5,25001,12/26/25,https://carsandbids.com/auctions/McEdTlXf/2002-porsche-911-carrera-4-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/39ba75f9b610a05237adc3ca976891cd48f5832c/photos/3LYxMa4o-34waa0isGi/edit/S9xkE.jpg?t=176805757550"
2003,Porsche,996 911,"42,600",Clean (PA),"Pittsburgh, PA 15221",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Seal Grey Metallic,Black,11,27738,06/14/24,https://carsandbids.com/auctions/ifche3v9/2003-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/c7387fa5557775cb743f87fc02d6cb831afb20b2/photos/rwR8jwlK-qZxamyksKR-(edit).jpg?t=171514593142"
2002,Porsche,996 911,"55,169",Clean (GA),"Atlanta, GA 30305",3.6L Flat 6,4WD/AWD,Manual (6-speed),Coupe,Seal Gray,Metropol Blue,2,32426,06/23/20,https://carsandbids.com/auctions/VxyiMniG/2002-porsche-911-carrera-4s,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/b1d5781111d84f7b3fe45a0852e59758cd7a87e5/photos/uMrBHXMe6V.JPG?t=159061619535"
1999,Porsche,996 911,"108,800",Clean (CA),"La Mesa, CA 91941",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Black,Black,16,21943,09/28/25,https://carsandbids.com/auctions/hHUUxOh5/1999-porsche-911-carrera-4-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/59339d5e07287c702e69307de910cceaa69c1d04/photos/exterior/9QXy5Z8x-WdxJN6J/edit/zQfZ8.jpg?t=175873101520"
2000,Porsche,996 911,"66,500",Clean (FL),"Tampa, FL 33611",3.4L Flat-6,4WD/AWD,Manual (6-Speed),Convertible,Ocean Blue Metallic,Savanna Beige,4,18244,01/14/26,https://carsandbids.com/auctions/4UD599Wp/2000-porsche-911-carrera-4-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/39ba75f9b610a05237adc3ca976891cd48f5832c/photos/exterior/9lb7npMK-6RR86n9/edit/FXa4B.jpg?t=176609011180"
2004,Porsche,996 911,"102,400",Clean (AZ),"Elgin, AZ 85611",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Seal Grey Metallic,Black,0,20651,08/14/25,https://carsandbids.com/auctions/Ydm7aY0A/2004-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/f50baa0fded5bb62b35f8553a743bb81347efcf4/photos/exterior/9ldJG80E-uwtbyoK/edit/CnBuh.jpg?t=175604926835"
2004,Porsche,996 911,"58,000",Clean (GA),"Vero Beach, FL 32960",3.6L Turbocharged Flat-6,4WD/AWD,Manual (6-Speed),Convertible,Seal Gray Metallic,Graphite Gray,2,55625,02/03/26,https://carsandbids.com/auctions/nC1KGOWD/2004-porsche-911-turbo-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/59339d5e07287c702e69307de910cceaa69c1d04/photos/exterior/3OVYR4pg-xa4JcRt/edit/aAAJU.jpg?t=176714963595"
2002,Porsche,996 911,"75,500",Clean (FL),"Brooklyn, NY 11207",3.6L Turbocharged Flat-6,4WD/AWD,Manual (6-Speed),Coupe,Arctic Silver Metallic,Cinnamon Brown,8,59403,07/04/24,https://carsandbids.com/auctions/buZkZJfm/2002-porsche-911-turbo-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/7a0a3c6148108c9c64425dd85e0181fa3cccb652/photos/3oqXL1ao-ckGlUSQqve-(edit).jpg?t=172074120428"
2004,Porsche,996 911,"84,300",Clean (NC),"Concord, NC 28027",3.6L Flat-6,Rear-wheel drive,Automatic (5-Speed),Convertible,Polar Silver Metallic,Metropol Blue,5,19319,01/19/23,https://carsandbids.com/auctions/qvzLXLPH/2004-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/171ab1e538119e13fa98382f268326fc825fdc20/photos/36d8X4EP-ltLWeWeDWb.jpg?t=167243351266"
2003,Porsche,996 911,"33,400",Clean (CO),"Littleton, CO 80121",3.6L Flat-6,4WD/AWD,Manual (6-Speed),Convertible,Guards Red,Savanna Beige,3,33137,08/07/25,https://carsandbids.com/auctions/lhaPvSlf/2003-porsche-911-carrera-4-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/rNGVWpb9-yP5ig1xFse/edit/upt0s.jpg?t=175262488770"
2002,Porsche,996 911,"44,900",Clean (NH),"Jacksonville, FL 32207",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Seal Grey Metallic,Black,3,29501,09/08/21,https://carsandbids.com/auctions/FS0Geo1J/2002-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/36PERXgA.xoCBUm-aw-(edit).jpg?t=163235003442"
2002,Porsche,996 911,"79,400 Miles Shown – TMU",Clean (NY),"Valley Stream, NY 11580",3.6L Flat-6,4WD/AWD,Manual (6-Speed),Convertible,Lapis Blue Metallic,Boxster Red,8,24239,06/30/22,https://carsandbids.com/auctions/iEMHjPvX/2002-porsche-911-carrera-4-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/171ab1e538119e13fa98382f268326fc825fdc20/photos/rkVanA1b-PdClqrvfxE-(edit).jpg?t=165327650306"
2002,Porsche,996 911,"44,900",Clean (NH),"Jacksonville, FL 32207",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Seal Grey Metallic,Black,3,30945,09/13/21,https://carsandbids.com/auctions/5kTvgyAh/2002-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/36PERXgA.xoCBUm-aw-(edit).jpg?t=163235003442"
2000,Porsche,996 911,"102,300",Clean (CA),"Santa Rosa, CA 95405",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Ocean Blue Metallic,Savannah Beige,5,21697,08/29/23,https://carsandbids.com/auctions/peUU8I8Y/2000-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/171ab1e538119e13fa98382f268326fc825fdc20/photos/3OnVjlXj-XguCOGw0j2-(edit).jpg?t=169085820982"
2003,Porsche,996 911,"88,900",Clean (CA),"Encinitas, CA 92024",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Arctic Silver,Graphite Grey,3,24332,01/31/21,https://carsandbids.com/auctions/hYxfGuyF/2003-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/da4b9237bacccdf19c0760cab7aec4a8359010b0/photos/QChnIz2V72.K4BgzmujY.jpg?t=161127637751"
1999,Porsche,996 911,"155,900",Clean (FL),"Vero Beach, FL 32962",3.4L Flat-6,Rear-wheel drive,Automatic (5-Speed),Coupe,Ocean Blue,Metropol Blue,2,14401,07/31/23,https://carsandbids.com/auctions/V0W4suvg/1999-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/20309e251cb7341d1fb94cb5d4546882260d2202/photos/rGl4bejX--741RgD_Dp-(edit).jpg?t=168779103765"
2001,Porsche,996 911,"55,200",Clean (WA),"Bonney Lake, WA 98391",3.6L Turbocharged Flat-6,4WD/AWD,Manual (6-speed),Coupe,Seal Grey Metallic,Graphite Grey,5,45177,07/21/20,https://carsandbids.com/auctions/ZiNJRvbf/2001-porsche-911-turbo-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/5a0782a85481fa3b119f02e7897ea3b11e56d666/photos/UcjdIC1pr.jpg?t=159528613600"
2001,Porsche,996 911,"79,800",Clean (MI),"Dexter, MI 48130",3.6L Turbocharged Flat-6,4WD/AWD,Automatic (5-Speed),Coupe,Black,Black,6,48626,07/22/25,https://carsandbids.com/auctions/6EpKDQX1/2001-porsche-911-turbo-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/7a0a3c6148108c9c64425dd85e0181fa3cccb652/photos/exterior/3OzRvgqg-yxTaO4V/edit/ZYU_Z.jpg?t=175086819836"
2004,Porsche,996 911,"33,000",Clean (TX),"El Paso, TX 79932",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Black,Black,7,97705,02/22/25,https://carsandbids.com/auctions/zR3LQRTu/2004-porsche-911-gt3,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/cecbb1ec801e98edc7bfefe48d8a2dd9cd717a16/photos/application/s-ClChlTx.jpg?t=174103651950"
2004,Porsche,996 911,"70,400",Clean (CA),"Costa Mesa, CA 92627",3.6L Flat-6,4WD/AWD,Automatic (5-Speed),Coupe,Arctic Silver Metallic,Black,1,31266,02/05/23,https://carsandbids.com/auctions/dYLzw1e2/2004-porsche-911-carrera-4s-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/c51905b0000b639a185eeb080dd879bf007f5604/photos/3y45zDyd-TtkrZ0FY3r-(edit).jpg?t=167376310468"
2001,Porsche,996 911,"41,500",Clean (MT),"San Diego, CA 92126",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Lapis Blue Metallic,Graphite Grey,2,27722,07/02/25,https://carsandbids.com/auctions/aqXkdqWc/2001-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/20309e251cb7341d1fb94cb5d4546882260d2202/photos/application/s-FUJLvOk/edit/djRfl.jpg?t=175036420865"
2004,Porsche,996 911,"56,500",Clean (FL),"Tampa, FL 33614",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Seal Grey Metallic,Black,2,30238,01/11/24,https://carsandbids.com/auctions/NE2c3VWc/2004-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/3z7bbMmd-u-fnJqQYOV-(edit).jpg?t=170545503149"
2002,Porsche,996 911,"118,000",Clean (GA),"Atlanta, GA 30342",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Midnight Blue Metallic,Graphite Grey,4,22936,11/30/23,https://carsandbids.com/auctions/QAlz99ub/2002-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/7a0a3c6148108c9c64425dd85e0181fa3cccb652/photos/rNbVGoJP-RiO2fi474j-(edit).jpg?t=170113993375"
2003,Porsche,996 911,"32,200",Clean (GA),"Miami, FL 33166",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Seal Grey Metallic,Graphite Grey,3,40121,05/27/23,https://carsandbids.com/auctions/yCO5sig2/2003-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/37beNOXA-Kw5_dDw-GI-(edit).jpg?t=168497368959"
2001,Porsche,996 911,"72,400",Clean (TX),"Houston, TX 77027",3.6L Turbocharged Flat-6,4WD/AWD,Manual (6-Speed),Coupe,Black,Black,10,55483,03/06/25,https://carsandbids.com/auctions/qqmONnvu/2001-porsche-911-turbo-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/7a0a3c6148108c9c64425dd85e0181fa3cccb652/photos/application/s-jpuoA2j/edit/TXa8w.jpg?t=174097369664"
2002,Porsche,996 911,"142,700",Clean (IL),"Lilburn, GA 30047",3.6L Flat-6,Rear-wheel drive,Automatic (5-Speed),Convertible,Seal Grey Metallic,Black,3,10197,04/01/25,https://carsandbids.com/auctions/zHWvZDRf/2002-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/9fb0fd0fa87444ae7da6d83b5ae171d6af3f1414/photos/exterior/3BAYApB4-dnACwpp_70.jpeg?t=174363112760"
2003,Porsche,996 911,"32,200",Clean (GA),"Miami, FL 33166",3.6L Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Seal Grey Metallic,Graphite Grey,3,41135,06/18/23,https://carsandbids.com/auctions/4L4w5b6R/2003-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/37beNOXA-Kw5_dDw-GI-(edit).jpg?t=168497368959"
2001,Porsche,996 911,"68,500",Clean (CA),"Elk Grove, CA 95624",3.6L Turbocharged Flat-6,4WD/AWD,Manual (6-Speed),Coupe,Ferrari Yellow,Black,21,69015,05/03/24,https://carsandbids.com/auctions/aBb4xXga/2001-porsche-911-turbo-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/da6e8a1d4896127a9d2adf83461993b45339474c/photos/9lk816DG-QQ2hbGnbGS-(edit).jpg?t=171353308652"
2001,Porsche,996 911,"45,900",Clean (TX),"Austin, TX 78728",3.4L Flat 6,Rear-wheel drive,Manual (6-speed),Coupe,Black,Black,4,19653,08/10/20,https://carsandbids.com/auctions/bsf99KfP/2001-porsche-911-carrera-coupe,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/e45ac058c50aab1bf5ea0c9e644cda9a2e123001/photos/3_m6wwqH7yW.JPG?t=159459484990"
2003,Porsche,996 911,"109,000",Clean (CO),"Loveland, CO 80538",3.6L Flat-6,4WD/AWD,Manual (6-Speed),Convertible,Lapis Blue Metallic,Natural Brown,3,20612,11/18/25,https://carsandbids.com/auctions/g7p6VGgR/2003-porsche-911-carrera-4-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/exterior/3O1XeaZg-BO1wkeu/edit/Jl8YH.jpg?t=176273113957"
2002,Porsche,996 911,"53,400",Clean (OH),"Findlay, OH 45840",3.6L Flat-6,4WD/AWD,Automatic (5-Speed),Convertible,Meridian Metallic,Black,1,25094,11/13/21,https://carsandbids.com/auctions/314rhhQ9/2002-porsche-911-carrera-4-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/KdYLNlQy.PDkFuFq4J-(edit).jpg?t=163589282086"
2002,Porsche,996 911,"105,100",Clean (MT),"San Antonio, TX 78216",3.6 Flat-6,Rear-wheel drive,Manual (6-Speed),Coupe,Lapis Blue Metallic,Graphite Grey,11,26691,12/09/22,https://carsandbids.com/auctions/1ncAYHm7/2002-porsche-911-targa,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/da4b9237bacccdf19c0760cab7aec4a8359010b0/photos/rEMJ0l4e-yKar-p9_6C-(edit)2-W51fm3CR5n.jpg?t=166649133277"
2003,Porsche,996 911,"110,600",Clean (NC),"Raleigh, NC 27608",3.6L Flat-6,4WD/AWD,Manual (6-Speed),Convertible,Black,Black,1,20044,12/07/23,https://carsandbids.com/auctions/c2VzXzxp/2003-porsche-911-carrera-4-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/ee7f173e46ec801a48d1673c50f9cebaa1bf2854/photos/rjZPR7Qp-Me_T5Suzlb-(edit).jpg?t=170025796474"
1999,Porsche,996 911,"72,500",Clean (IL),"Savoy, IL 61874",3.4L Flat-6,Rear-wheel drive,Manual (6-Speed),Convertible,Black,Black,1,17824,05/10/24,https://carsandbids.com/auctions/lnAnD1zo/1999-porsche-911-carrera-cabriolet,"https://media.carsandbids.com/cdn-cgi/image/width=2080,quality=70/d9b636c2ec84ddc3bc7f2eb32861b39bdd5f9683/photos/3y81ZzqL-CT2YZZuLxf-(edit).jpg?t=171563190794"
